email,continent,country,sleep_hours,employment_status,study_hours,webinar_attendance_duration,score
student879@alx.edu,Africa,Egypt,8,Unemployed,6,14,61
student880@alx.edu,Africa,Ghana,5,Employed,13,25,79
student881@alx.edu,Africa,Zimbabwe,4,Employed,13,25,81
student882@alx.edu,Africa,Ethiopia,3,Unemployed,29,51,100
student883@alx.edu,Africa,Nigeria,6,Unemployed,6,8,53
student884@alx.edu,Africa,South Africa,7,Employed,9,23,72
student885@alx.edu,Africa,Kenya,9,Unemployed,33,62,100
student886@alx.edu,Africa,Rwanda,3,Unemployed,11,23,81
student887@alx.edu,Africa,Morocco,8,Unemployed,28,59,100
student888@alx.edu,Africa,Egypt,6,Employed,13,23,71
student889@alx.edu,Africa,Ghana,9,Unemployed,8,18,67
student890@alx.edu,Africa,Zimbabwe,5,Unemployed,14,30,87
student891@alx.edu,Africa,Ethiopia,5,Employed,30,61,100
student892@alx.edu,Africa,Nigeria,6,Employed,35,79,100
student893@alx.edu,Africa,South Africa,7,Employed,34,63,100
student894@alx.edu,Africa,Kenya,10,Unemployed,19,41,87
student895@alx.edu,Africa,Rwanda,1,Unemployed,28,56,100
student896@alx.edu,Africa,Morocco,1,Employed,12,27,89
student897@alx.edu,Africa,Egypt,9,Unemployed,15,32,72
student898@alx.edu,Africa,Ghana,5,Unemployed,36,71,100
student899@alx.edu,Africa,Zimbabwe,6,Unemployed,5,12,55
student900@alx.edu,Africa,Ethiopia,5,Unemployed,8,10,60
student901@alx.edu,Africa,Nigeria,1,Employed,12,26,85
student902@alx.edu,Africa,South Africa,8,Employed,6,13,59
student903@alx.edu,Africa,Kenya,7,Unemployed,11,25,73
student904@alx.edu,Africa,Rwanda,3,Employed,25,54,100
student905@alx.edu,Africa,Morocco,3,Unemployed,20,41,100
student906@alx.edu,Africa,Egypt,8,Unemployed,36,73,100
student907@alx.edu,Africa,Ghana,1,Employed,34,65,100
student908@alx.edu,Africa,Zimbabwe,9,Employed,17,32,89
student909@alx.edu,Africa,Ethiopia,3,Unemployed,14,32,92
student910@alx.edu,Africa,Nigeria,6,Unemployed,18,41,100
student911@alx.edu,Africa,South Africa,9,Unemployed,26,51,100
student912@alx.edu,Africa,Kenya,7,Unemployed,14,29,81
student913@alx.edu,Africa,Rwanda,4,Employed,27,51,100
student914@alx.edu,Africa,Morocco,7,Employed,19,42,89
student915@alx.edu,Africa,Egypt,3,Unemployed,24,51,100
student916@alx.edu,Africa,Ghana,3,Unemployed,20,46,100
student917@alx.edu,Africa,Zimbabwe,10,Employed,15,28,79
student918@alx.edu,Africa,Ethiopia,8,Unemployed,38,75,100
student919@alx.edu,Africa,Nigeria,6,Employed,32,64,100
student920@alx.edu,Africa,South Africa,4,Unemployed,10,22,71
student921@alx.edu,Africa,Kenya,0,Employed,35,70,100
student922@alx.edu,Africa,Rwanda,0,Unemployed,22,42,100
student923@alx.edu,Africa,Morocco,6,Unemployed,36,75,100
student924@alx.edu,Africa,Egypt,8,Unemployed,33,68,100
student925@alx.edu,Africa,Ghana,5,Employed,20,37,100
student926@alx.edu,Africa,Zimbabwe,8,Employed,6,16,60
student927@alx.edu,Africa,Ethiopia,0,Unemployed,14,32,89
student928@alx.edu,Africa,Nigeria,4,Unemployed,24,48,100
student929@alx.edu,Africa,South Africa,2,Unemployed,27,55,100
student930@alx.edu,Africa,Kenya,4,Unemployed,14,30,93
student931@alx.edu,Africa,Rwanda,1,Employed,10,17,72
student932@alx.edu,Africa,Morocco,10,Employed,34,69,100
student933@alx.edu,Africa,Egypt,2,Employed,39,72,100
student934@alx.edu,Africa,Ghana,9,Unemployed,23,49,100
student935@alx.edu,Africa,Zimbabwe,4,Unemployed,11,17,76
student936@alx.edu,Africa,Ethiopia,10,Employed,15,34,79
student937@alx.edu,Africa,Nigeria,6,Unemployed,6,10,54
student938@alx.edu,Africa,South Africa,9,Employed,37,73,100
student939@alx.edu,Africa,Kenya,0,Employed,9,16,70
student940@alx.edu,Africa,Rwanda,7,Employed,25,49,100
student941@alx.edu,Africa,Morocco,9,Employed,15,33,83
student942@alx.edu,Africa,Egypt,1,Unemployed,24,41,100
student943@alx.edu,Africa,Ghana,1,Employed,28,59,100
student944@alx.edu,Africa,Zimbabwe,4,Unemployed,34,69,100
student945@alx.edu,Africa,Ethiopia,9,Employed,12,21,64
student946@alx.edu,Africa,Nigeria,5,Employed,5,8,51
student947@alx.edu,Africa,South Africa,5,Employed,10,25,74
student948@alx.edu,Africa,Kenya,1,Employed,37,70,100
student949@alx.edu,Africa,Rwanda,0,Unemployed,36,68,100
student950@alx.edu,Africa,Morocco,8,Unemployed,26,55,100
student951@alx.edu,Africa,Egypt,1,Unemployed,26,53,100
student952@alx.edu,Africa,Ghana,6,Unemployed,28,54,100
student953@alx.edu,Africa,Zimbabwe,9,Employed,11,23,68
student954@alx.edu,Africa,Ethiopia,2,Unemployed,37,71,100
student955@alx.edu,Africa,Nigeria,7,Unemployed,20,43,100
student956@alx.edu,Africa,South Africa,1,Employed,18,40,100
student957@alx.edu,Africa,Kenya,6,Unemployed,23,48,100
student958@alx.edu,Africa,Rwanda,2,Unemployed,7,14,66
student959@alx.edu,Africa,Morocco,7,Unemployed,11,27,74
student960@alx.edu,Africa,Egypt,3,Unemployed,31,62,100
student961@alx.edu,Africa,Ghana,5,Employed,8,12,60
student962@alx.edu,Africa,Zimbabwe,6,Employed,26,54,100
student963@alx.edu,Africa,Ethiopia,2,Unemployed,14,33,93
student964@alx.edu,Africa,Nigeria,7,Employed,19,34,90
student965@alx.edu,Africa,South Africa,3,Unemployed,15,29,100
student966@alx.edu,Africa,Kenya,7,Unemployed,17,36,86
student967@alx.edu,Africa,Rwanda,2,Unemployed,30,60,100
student968@alx.edu,Africa,Morocco,7,Employed,15,28,90
student969@alx.edu,Africa,Egypt,1,Employed,25,53,100
student970@alx.edu,Africa,Ghana,4,Employed,22,50,100
student971@alx.edu,Africa,Zimbabwe,2,Employed,28,57,100
student972@alx.edu,Africa,Ethiopia,7,Employed,38,73,100
student973@alx.edu,Africa,Nigeria,3,Employed,31,57,100
student974@alx.edu,Africa,South Africa,9,Unemployed,13,26,69
student975@alx.edu,Africa,Kenya,9,Employed,6,15,53
student976@alx.edu,Africa,Rwanda,2,Unemployed,14,30,89
student977@alx.edu,Africa,Morocco,6,Unemployed,26,52,100
student978@alx.edu,Africa,Egypt,1,Employed,7,12,60
student979@alx.edu,Africa,Ghana,4,Unemployed,22,41,100
student980@alx.edu,Africa,Zimbabwe,7,Unemployed,26,54,100
student981@alx.edu,Africa,Ethiopia,7,Unemployed,17,36,90
student982@alx.edu,Africa,Nigeria,6,Employed,32,59,100
student983@alx.edu,Africa,South Africa,3,Employed,9,22,71
student984@alx.edu,Africa,Kenya,4,Unemployed,8,17,64
student985@alx.edu,Africa,Rwanda,1,Employed,30,65,100
student986@alx.edu,Africa,Morocco,7,Unemployed,22,41,100
student987@alx.edu,Africa,Egypt,5,Employed,29,54,100
student988@alx.edu,Africa,Ghana,7,Unemployed,20,40,100
student989@alx.edu,Africa,Zimbabwe,2,Unemployed,14,29,93
student990@alx.edu,Africa,Ethiopia,3,Employed,34,73,100
student991@alx.edu,Africa,Nigeria,3,Employed,33,68,100
student992@alx.edu,Africa,South Africa,0,Employed,29,58,100
student993@alx.edu,Africa,Kenya,3,Employed,15,26,89
student994@alx.edu,Africa,Rwanda,8,Employed,26,55,100
student995@alx.edu,Africa,Morocco,9,Unemployed,18,32,91
student996@alx.edu,Africa,Egypt,5,Unemployed,8,21,81
student997@alx.edu,Africa,Ghana,5,Unemployed,37,73,100
student998@alx.edu,Africa,Zimbabwe,0,Employed,10,24,85
student999@alx.edu,Africa,Ethiopia,9,Employed,38,79,100
student1000@alx.edu,Africa,Nigeria,0,Unemployed,21,41,100
student1001@alx.edu,Africa,South Africa,9,Unemployed,11,21,66
student1002@alx.edu,Africa,Kenya,5,Unemployed,24,47,100
student1003@alx.edu,Africa,Rwanda,3,Unemployed,36,72,100
student1004@alx.edu,Africa,Morocco,9,Employed,31,61,100
student1005@alx.edu,Africa,Egypt,0,Unemployed,33,65,100
student1006@alx.edu,Africa,Ghana,6,Employed,28,56,100
student1007@alx.edu,Africa,Zimbabwe,5,Unemployed,29,59,100
student1008@alx.edu,Africa,Ethiopia,2,Employed,35,63,100
student1009@alx.edu,Africa,Nigeria,4,Employed,14,29,77
student1010@alx.edu,Africa,South Africa,7,Employed,22,41,100
student1011@alx.edu,Africa,Kenya,7,Employed,13,22,64
student1012@alx.edu,Africa,Rwanda,0,Unemployed,40,74,100
student1013@alx.edu,Africa,Morocco,9,Unemployed,38,71,100
student1014@alx.edu,Africa,Egypt,2,Unemployed,6,9,62
student1015@alx.edu,Africa,Ghana,2,Employed,30,57,100
student1016@alx.edu,Africa,Zimbabwe,3,Unemployed,37,81,100
student1017@alx.edu,Africa,Ethiopia,0,Unemployed,11,21,86
student1018@alx.edu,Africa,Nigeria,1,Unemployed,25,50,100
student1019@alx.edu,Africa,South Africa,10,Employed,37,75,100
student1020@alx.edu,Africa,Kenya,3,Employed,6,13,57
student1021@alx.edu,Africa,Rwanda,1,Employed,29,59,100
student1022@alx.edu,Africa,Morocco,1,Unemployed,15,27,89
student1023@alx.edu,Africa,Egypt,7,Unemployed,37,79,100
student1024@alx.edu,Africa,Ghana,9,Unemployed,39,83,100
student1025@alx.edu,Africa,Zimbabwe,3,Employed,38,71,100
student1026@alx.edu,Africa,Ethiopia,0,Unemployed,22,40,100
student1027@alx.edu,Africa,Nigeria,2,Employed,35,70,100
student1028@alx.edu,Africa,South Africa,1,Employed,35,66,100
student1029@alx.edu,Africa,Kenya,1,Employed,16,34,92
student1030@alx.edu,Africa,Rwanda,4,Employed,34,66,100
student1031@alx.edu,Africa,Morocco,2,Unemployed,6,19,79
student1032@alx.edu,Africa,Egypt,5,Unemployed,26,55,100
student1033@alx.edu,Africa,Ghana,3,Employed,13,27,82
student1034@alx.edu,Africa,Zimbabwe,9,Unemployed,9,22,56
student1035@alx.edu,Africa,Ethiopia,9,Employed,8,19,46
student1036@alx.edu,Africa,Nigeria,6,Unemployed,29,57,100
student1037@alx.edu,Africa,South Africa,4,Unemployed,17,31,93
student1038@alx.edu,Africa,Kenya,4,Employed,30,61,100
student1039@alx.edu,Africa,Rwanda,4,Employed,7,17,68
student1040@alx.edu,Africa,Morocco,7,Employed,16,32,86
student1041@alx.edu,Africa,Egypt,5,Employed,24,43,100
student1042@alx.edu,Africa,Ghana,9,Unemployed,33,63,100
student1043@alx.edu,Africa,Zimbabwe,9,Employed,16,32,82
student1044@alx.edu,Africa,Ethiopia,3,Unemployed,27,54,100
student1045@alx.edu,Africa,Nigeria,6,Employed,36,78,100
student1046@alx.edu,Africa,South Africa,1,Unemployed,27,49,100
student1047@alx.edu,Africa,Kenya,2,Employed,13,28,87
student1048@alx.edu,Africa,Rwanda,4,Unemployed,6,16,66
student1049@alx.edu,Africa,Morocco,2,Unemployed,35,78,100
student1050@alx.edu,Africa,Egypt,9,Unemployed,6,10,50
student1051@alx.edu,Africa,Ghana,2,Employed,36,73,100
student1052@alx.edu,Africa,Zimbabwe,5,Employed,24,49,100
student1053@alx.edu,Africa,Ethiopia,6,Employed,38,76,100
student1054@alx.edu,Africa,Nigeria,7,Employed,33,66,100
student1055@alx.edu,Africa,South Africa,4,Unemployed,40,81,100
student1056@alx.edu,Africa,Kenya,9,Unemployed,17,27,85
student1057@alx.edu,Africa,Rwanda,6,Unemployed,32,66,100
student1058@alx.edu,Africa,Morocco,4,Employed,19,39,94
student1059@alx.edu,Africa,Egypt,1,Unemployed,22,43,100
student1060@alx.edu,Africa,Ghana,5,Unemployed,27,60,100
student1061@alx.edu,Africa,Zimbabwe,8,Employed,36,69,100
student1062@alx.edu,Africa,Ethiopia,6,Employed,39,78,100
student1063@alx.edu,Africa,Nigeria,8,Unemployed,32,70,100
student1064@alx.edu,Africa,South Africa,5,Employed,20,37,94
student1065@alx.edu,Africa,Kenya,1,Employed,20,38,100
student1066@alx.edu,Africa,Rwanda,0,Employed,31,61,100
student1067@alx.edu,Africa,Morocco,3,Employed,13,29,79
student1068@alx.edu,Africa,Egypt,7,Unemployed,9,18,58
student1069@alx.edu,Africa,Ghana,8,Unemployed,17,31,86
student1070@alx.edu,Africa,Zimbabwe,3,Unemployed,15,29,87
student1071@alx.edu,Africa,Ethiopia,5,Unemployed,15,29,90
student1072@alx.edu,Africa,Nigeria,4,Unemployed,13,26,84
student1073@alx.edu,Africa,South Africa,4,Employed,6,14,55
student1074@alx.edu,Africa,Kenya,2,Unemployed,6,13,62
student1075@alx.edu,Africa,Rwanda,1,Unemployed,40,74,100
student1076@alx.edu,Africa,Morocco,2,Employed,20,43,97
student1077@alx.edu,Africa,Egypt,1,Employed,18,38,97
student1078@alx.edu,Africa,Ghana,2,Employed,29,62,100
student1079@alx.edu,Africa,Zimbabwe,0,Unemployed,13,27,96
student1080@alx.edu,Africa,Ethiopia,6,Employed,38,80,100
student1081@alx.edu,Africa,Nigeria,3,Employed,33,66,100
student1082@alx.edu,Africa,South Africa,10,Employed,8,20,51
student1083@alx.edu,Africa,Kenya,2,Unemployed,20,41,100
student1084@alx.edu,Africa,Rwanda,3,Employed,36,71,100
student1085@alx.edu,Africa,Morocco,4,Employed,38,83,100
student1086@alx.edu,Africa,Egypt,0,Unemployed,21,45,100
student1087@alx.edu,Africa,Ghana,8,Employed,26,55,100
student1088@alx.edu,Africa,Zimbabwe,0,Unemployed,11,18,83
student1089@alx.edu,Africa,Ethiopia,9,Unemployed,40,76,100
student1090@alx.edu,Africa,Nigeria,9,Employed,13,27,72
student1091@alx.edu,Africa,South Africa,5,Unemployed,38,76,100
student1092@alx.edu,Africa,Kenya,5,Employed,28,54,100
student1093@alx.edu,Africa,Rwanda,7,Employed,26,53,100
student1094@alx.edu,Africa,Morocco,4,Employed,23,51,100
student1095@alx.edu,Africa,Egypt,6,Employed,13,28,83
student1096@alx.edu,Africa,Ghana,0,Unemployed,11,19,77
student1097@alx.edu,Africa,Zimbabwe,1,Employed,13,25,80
student1098@alx.edu,Africa,Ethiopia,5,Employed,12,21,78
student1099@alx.edu,Africa,Nigeria,5,Employed,32,63,100
student1100@alx.edu,Africa,South Africa,9,Unemployed,17,33,92
student1101@alx.edu,Africa,Kenya,1,Unemployed,7,13,62
student1102@alx.edu,Africa,Rwanda,8,Employed,39,74,100
student1103@alx.edu,Africa,Morocco,2,Unemployed,36,71,100
student1104@alx.edu,Africa,Egypt,4,Unemployed,37,73,100
student1105@alx.edu,Africa,Ghana,3,Employed,40,71,100
student1106@alx.edu,Africa,Zimbabwe,4,Employed,11,28,80
student1107@alx.edu,Africa,Ethiopia,2,Employed,19,41,99
student1108@alx.edu,Africa,Nigeria,5,Employed,32,62,100
student1109@alx.edu,Africa,South Africa,8,Employed,29,59,100
student1110@alx.edu,Africa,Kenya,4,Unemployed,10,17,76
student1111@alx.edu,Africa,Rwanda,5,Employed,34,72,100
student1112@alx.edu,Africa,Morocco,8,Employed,13,31,76
student1113@alx.edu,Africa,Egypt,7,Employed,13,26,79
student1114@alx.edu,Africa,Ghana,5,Employed,24,51,100
student1115@alx.edu,Africa,Zimbabwe,3,Employed,26,52,100
student1116@alx.edu,Africa,Ethiopia,9,Unemployed,25,47,100
student1117@alx.edu,Africa,Nigeria,6,Employed,8,15,54
student1118@alx.edu,Africa,South Africa,2,Unemployed,36,72,100
student1119@alx.edu,Africa,Kenya,3,Employed,14,27,89
student1120@alx.edu,Africa,Rwanda,8,Employed,10,18,68
student1121@alx.edu,Africa,Morocco,0,Employed,36,72,100
student1122@alx.edu,Africa,Egypt,10,Unemployed,38,77,100
student1123@alx.edu,Africa,Ghana,1,Employed,35,71,100
student1124@alx.edu,Africa,Zimbabwe,8,Employed,33,63,100
student1125@alx.edu,Africa,Ethiopia,4,Employed,28,54,100
student1126@alx.edu,Africa,Nigeria,5,Employed,24,45,100
student1127@alx.edu,Africa,South Africa,9,Employed,8,19,62
student1128@alx.edu,Africa,Kenya,4,Employed,19,32,100
student1129@alx.edu,Africa,Rwanda,5,Employed,18,40,95
student1130@alx.edu,Africa,Morocco,0,Unemployed,14,32,93
student1131@alx.edu,Africa,Egypt,0,Employed,30,60,100
student1132@alx.edu,Africa,Ghana,2,Employed,22,37,100
student1133@alx.edu,Africa,Zimbabwe,7,Employed,8,15,56
student1134@alx.edu,Africa,Ethiopia,1,Unemployed,13,25,87
student1135@alx.edu,Africa,Nigeria,1,Unemployed,29,55,100
student1136@alx.edu,Africa,South Africa,4,Employed,8,14,64
student1137@alx.edu,Africa,Kenya,6,Unemployed,35,74,100
student1138@alx.edu,Africa,Rwanda,7,Employed,22,47,100
student1139@alx.edu,Africa,Morocco,2,Employed,22,41,100
student1140@alx.edu,Africa,Egypt,1,Unemployed,26,47,100
student1141@alx.edu,Africa,Ghana,9,Employed,34,67,100
student1142@alx.edu,Africa,Zimbabwe,3,Unemployed,17,34,92
student1143@alx.edu,Africa,Ethiopia,9,Unemployed,29,59,100
student1144@alx.edu,Africa,Nigeria,9,Unemployed,25,48,100
student1145@alx.edu,Africa,South Africa,8,Employed,14,30,78
student1146@alx.edu,Africa,Kenya,2,Employed,36,77,100
student1147@alx.edu,Africa,Rwanda,8,Employed,33,68,100
student1148@alx.edu,Africa,Morocco,8,Employed,28,56,100
student1149@alx.edu,Africa,Egypt,6,Employed,35,69,100
student1150@alx.edu,Africa,Ghana,3,Employed,35,70,100
student1151@alx.edu,Africa,Zimbabwe,3,Employed,30,63,100
student1152@alx.edu,Africa,Ethiopia,1,Unemployed,34,67,100
student1153@alx.edu,Africa,Nigeria,5,Employed,29,59,100
student1154@alx.edu,Africa,South Africa,6,Employed,29,58,100
student1155@alx.edu,Africa,Kenya,4,Employed,27,52,100
student1156@alx.edu,Africa,Rwanda,5,Unemployed,31,59,100
student1157@alx.edu,Africa,Morocco,4,Unemployed,11,22,78
student1158@alx.edu,Africa,Egypt,6,Unemployed,36,71,100
student1159@alx.edu,Africa,Ghana,9,Employed,36,73,100
student1160@alx.edu,Africa,Zimbabwe,2,Unemployed,6,10,59
student1161@alx.edu,Africa,Ethiopia,4,Unemployed,34,71,100
student1162@alx.edu,Africa,Nigeria,1,Employed,10,16,74
student1163@alx.edu,Africa,South Africa,6,Employed,17,39,95
student1164@alx.edu,Africa,Kenya,7,Employed,31,57,100
student1165@alx.edu,Africa,Rwanda,9,Unemployed,11,23,65
student1166@alx.edu,Africa,Morocco,3,Employed,34,69,100
student1167@alx.edu,Africa,Egypt,10,Employed,34,66,100
student1168@alx.edu,Africa,Ghana,1,Employed,23,47,100
student1169@alx.edu,Africa,Zimbabwe,6,Employed,5,14,65
student1170@alx.edu,Africa,Ethiopia,1,Employed,15,23,81
student1171@alx.edu,Africa,Nigeria,9,Employed,27,55,100
student1172@alx.edu,Africa,South Africa,5,Unemployed,39,71,100
student1173@alx.edu,Africa,Kenya,7,Employed,27,51,100
student1174@alx.edu,Africa,Rwanda,8,Unemployed,14,33,83
student1175@alx.edu,Africa,Morocco,2,Unemployed,27,53,100
student1176@alx.edu,Africa,Egypt,0,Employed,24,44,100
student1177@alx.edu,Africa,Ghana,9,Unemployed,32,64,100
student1178@alx.edu,Africa,Zimbabwe,3,Unemployed,9,24,82
student1179@alx.edu,Africa,Ethiopia,1,Unemployed,32,58,100
student1180@alx.edu,Africa,Nigeria,5,Employed,24,45,100
student1181@alx.edu,Africa,South Africa,6,Unemployed,39,82,100
student1182@alx.edu,Africa,Kenya,0,Unemployed,17,40,98
student1183@alx.edu,Africa,Rwanda,3,Unemployed,27,54,100
student1184@alx.edu,Africa,Morocco,0,Unemployed,38,72,100
student1185@alx.edu,Africa,Egypt,4,Employed,9,23,73
student1186@alx.edu,Africa,Ghana,9,Employed,38,80,100
student1187@alx.edu,Africa,Zimbabwe,10,Unemployed,29,60,100
student1188@alx.edu,Africa,Ethiopia,6,Employed,7,12,55
student1189@alx.edu,Africa,Nigeria,2,Employed,16,31,98
student1190@alx.edu,Africa,South Africa,9,Unemployed,30,59,100
student1191@alx.edu,Africa,Kenya,5,Employed,7,16,51
student1192@alx.edu,Africa,Rwanda,2,Employed,25,55,100
student1193@alx.edu,Africa,Morocco,9,Unemployed,17,37,85
student1194@alx.edu,Africa,Egypt,8,Unemployed,27,50,100
student1195@alx.edu,Africa,Ghana,7,Employed,7,17,61
student1196@alx.edu,Africa,Zimbabwe,7,Employed,36,72,100
student1197@alx.edu,Africa,Ethiopia,2,Employed,39,80,100
student1198@alx.edu,Africa,Nigeria,2,Employed,39,82,100
student1199@alx.edu,Africa,South Africa,7,Unemployed,31,59,100
student1200@alx.edu,Africa,Kenya,2,Unemployed,10,19,85
student1201@alx.edu,Africa,Rwanda,4,Unemployed,32,61,100
student1202@alx.edu,Africa,Morocco,8,Unemployed,6,7,54
student1203@alx.edu,Africa,Egypt,8,Unemployed,6,13,55
student1204@alx.edu,Africa,Ghana,5,Employed,16,40,94
student1205@alx.edu,Africa,Zimbabwe,8,Employed,22,39,100
student1206@alx.edu,Africa,Ethiopia,8,Unemployed,32,64,100
student1207@alx.edu,Africa,Nigeria,7,Unemployed,29,60,100
student1208@alx.edu,Africa,South Africa,2,Unemployed,21,42,100
student1209@alx.edu,Africa,Kenya,3,Employed,15,29,99
student1210@alx.edu,Africa,Rwanda,3,Employed,40,76,100
student1211@alx.edu,Africa,Morocco,1,Employed,20,41,100
student1212@alx.edu,Africa,Egypt,3,Unemployed,21,39,99
student1213@alx.edu,Africa,Ghana,2,Unemployed,11,15,74
student1214@alx.edu,Africa,Zimbabwe,5,Unemployed,33,69,100
student1215@alx.edu,Africa,Ethiopia,9,Unemployed,29,61,100
student1216@alx.edu,Africa,Nigeria,1,Unemployed,13,26,73
student1217@alx.edu,Africa,South Africa,7,Employed,8,16,61
student1218@alx.edu,Africa,Kenya,7,Unemployed,29,61,100
student1219@alx.edu,Africa,Rwanda,1,Employed,28,56,100
student1220@alx.edu,Africa,Morocco,9,Employed,15,32,73
student1221@alx.edu,Africa,Egypt,6,Employed,38,76,100
student1222@alx.edu,Africa,Ghana,4,Employed,10,25,73
student1223@alx.edu,Africa,Zimbabwe,8,Employed,20,41,91
student1224@alx.edu,Africa,Ethiopia,3,Unemployed,38,77,100
student1225@alx.edu,Africa,Nigeria,7,Unemployed,20,36,91
student1226@alx.edu,Africa,South Africa,0,Unemployed,27,56,100
student1227@alx.edu,Africa,Kenya,8,Employed,19,35,95
student1228@alx.edu,Africa,Rwanda,4,Employed,15,27,77
student1229@alx.edu,Africa,Morocco,6,Employed,39,76,100
student1230@alx.edu,Africa,Egypt,2,Employed,19,35,100
student1231@alx.edu,Africa,Ghana,7,Employed,36,79,100
student1232@alx.edu,Africa,Zimbabwe,8,Employed,13,30,72
student1233@alx.edu,Africa,Ethiopia,5,Unemployed,12,31,84
student1234@alx.edu,Africa,Nigeria,6,Employed,6,9,60
student1235@alx.edu,Africa,South Africa,5,Employed,28,56,100
student1236@alx.edu,Africa,Kenya,9,Unemployed,18,32,88
student1237@alx.edu,Africa,Rwanda,5,Employed,35,68,100
student1238@alx.edu,Africa,Morocco,8,Unemployed,22,40,99
student1239@alx.edu,Africa,Egypt,8,Unemployed,39,81,100
student1240@alx.edu,Africa,Ghana,4,Unemployed,11,22,73
student1241@alx.edu,Africa,Zimbabwe,2,Employed,35,74,100
student1242@alx.edu,Africa,Ethiopia,4,Unemployed,32,66,100
student1243@alx.edu,Africa,Nigeria,8,Unemployed,32,71,100
student1244@alx.edu,Africa,South Africa,2,Employed,35,65,100
student1245@alx.edu,Africa,Kenya,5,Unemployed,32,67,100
student1246@alx.edu,Africa,Rwanda,8,Employed,27,57,100
student1247@alx.edu,Africa,Morocco,4,Employed,10,16,72
student1248@alx.edu,Africa,Egypt,6,Unemployed,6,15,66
student1249@alx.edu,Africa,Ghana,2,Employed,37,75,100
student1250@alx.edu,Africa,Zimbabwe,1,Employed,27,52,100
student1251@alx.edu,Africa,Ethiopia,8,Unemployed,33,63,100
student1252@alx.edu,Africa,Nigeria,1,Unemployed,22,42,100
student1253@alx.edu,Africa,South Africa,3,Unemployed,9,24,64
student1254@alx.edu,Africa,Kenya,9,Unemployed,9,19,68
student1255@alx.edu,Africa,Rwanda,3,Employed,29,60,100
student1256@alx.edu,Africa,Morocco,10,Unemployed,20,38,95
student1257@alx.edu,Africa,Egypt,10,Unemployed,12,22,65
student1258@alx.edu,Africa,Ghana,3,Unemployed,22,48,100
student1259@alx.edu,Africa,Zimbabwe,0,Employed,7,10,75
student1260@alx.edu,Africa,Ethiopia,7,Employed,25,49,100
student1261@alx.edu,Africa,Nigeria,5,Employed,14,29,87
student1262@alx.edu,Africa,South Africa,1,Employed,33,66,100
student1263@alx.edu,Africa,Kenya,7,Employed,16,31,80
student1264@alx.edu,Africa,Rwanda,0,Unemployed,21,43,100
student1265@alx.edu,Africa,Morocco,9,Employed,5,13,51
student1266@alx.edu,Africa,Egypt,1,Employed,8,17,71
student1267@alx.edu,Africa,Ghana,1,Employed,19,35,100
student1268@alx.edu,Africa,Zimbabwe,2,Unemployed,22,43,100
student1269@alx.edu,Africa,Ethiopia,10,Unemployed,26,56,100
student1270@alx.edu,Africa,Nigeria,7,Employed,15,33,85
student1271@alx.edu,Africa,South Africa,8,Unemployed,29,55,100
student1272@alx.edu,Africa,Kenya,4,Employed,35,71,100
student1273@alx.edu,Africa,Rwanda,3,Unemployed,32,59,100
student1274@alx.edu,Africa,Morocco,2,Unemployed,6,13,80
student1275@alx.edu,Africa,Egypt,5,Employed,22,49,100
student1276@alx.edu,Africa,Ghana,6,Unemployed,9,15,61
student1277@alx.edu,Africa,Zimbabwe,6,Employed,13,24,78
student1278@alx.edu,Africa,Ethiopia,3,Employed,40,81,100
student1279@alx.edu,Africa,Nigeria,9,Employed,10,15,56
student1280@alx.edu,Africa,South Africa,2,Unemployed,22,43,100
student1281@alx.edu,Africa,Kenya,10,Unemployed,27,55,100
student1282@alx.edu,Africa,Rwanda,0,Employed,30,57,100
student1283@alx.edu,Africa,Morocco,5,Employed,25,48,100
student1284@alx.edu,Africa,Egypt,3,Unemployed,5,13,65
student1285@alx.edu,Africa,Ghana,4,Employed,16,34,92
student1286@alx.edu,Africa,Zimbabwe,6,Unemployed,23,47,100
student1287@alx.edu,Africa,Ethiopia,4,Unemployed,8,15,74
student1288@alx.edu,Africa,Nigeria,4,Unemployed,17,36,98
student1289@alx.edu,Africa,South Africa,7,Employed,6,12,56
student1290@alx.edu,Africa,Kenya,7,Employed,8,17,62
student1291@alx.edu,Africa,Rwanda,8,Unemployed,19,36,96
student1292@alx.edu,Africa,Morocco,2,Employed,10,19,72
student1293@alx.edu,Africa,Egypt,6,Employed,25,47,100
student1294@alx.edu,Africa,Ghana,6,Unemployed,29,58,100
student1295@alx.edu,Africa,Zimbabwe,4,Unemployed,33,64,100
student1296@alx.edu,Africa,Ethiopia,5,Employed,12,21,67
student1297@alx.edu,Africa,Nigeria,3,Unemployed,11,22,78
student1298@alx.edu,Africa,South Africa,1,Employed,9,18,68
student1299@alx.edu,Africa,Kenya,2,Unemployed,27,57,100
student1300@alx.edu,Africa,Rwanda,1,Unemployed,30,58,100
student1301@alx.edu,Africa,Morocco,7,Employed,6,13,59
student1302@alx.edu,Africa,Egypt,7,Employed,38,77,100
student1303@alx.edu,Africa,Ghana,10,Employed,7,15,44
student1304@alx.edu,Africa,Zimbabwe,7,Employed,24,45,100
student1305@alx.edu,Africa,Ethiopia,1,Employed,30,60,100
student1306@alx.edu,Africa,Nigeria,9,Unemployed,35,72,100
student1307@alx.edu,Africa,South Africa,9,Unemployed,30,60,100
student1308@alx.edu,Africa,Kenya,4,Employed,33,60,100
